bank_id,pm_family,course,unit,section,destination,destination_group,destination_slot,retrieval_stage_or_scope,mastery_goal_id,evidence_point_id,summative_version,blueprint_slot_id,question_family_id,variation_mode,task_architecture,dok,learning_target,i_can,practice_standard,item_type,answer_type,security_level,estimated_time_sec,figure_files,figure_source,graph_tool_type,source_basis,notes
U2-S1-XP-Q03,AP/SCI,Conceptual Physics,2,2.1,Extra Practice,practice,XP-Q03,current-section,U2-MG01,,,,U2-S1-PF03,routine_procedural_numeric,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can compare motion from two different points of view and explain why everyday motion is usually described relative to Earth’s surface.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS1-Q04,AP/SCI,Conceptual Physics,2,2.1,Practice Set 1,practice,PS1-Q04,current-section,U2-MG01,,,,U2-S1-PF04,conceptual_reword,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS2-Q04,AP/SCI,Conceptual Physics,2,2.1,Practice Set 2,practice,PS2-Q04,current-section,U2-MG01,,,,U2-S1-PF04,conceptual_reword,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS3-Q04,AP/SCI,Conceptual Physics,2,2.1,Practice Set 3,practice,PS3-Q04,current-section,U2-MG01,,,,U2-S1-PF04,conceptual_reword,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,selected response,multiple-choice,instructional,80,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-XP-Q04,AP/SCI,Conceptual Physics,2,2.1,Extra Practice,practice,XP-Q04,current-section,U2-MG01,,,,U2-S1-PF04,conceptual_reword,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS1-Q05,AP/SCI,Conceptual Physics,2,2.1,Practice Set 1,practice,PS1-Q05,current-section,U2-MG01,,,,U2-S1-PF05,context_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS2-Q05,AP/SCI,Conceptual Physics,2,2.1,Practice Set 2,practice,PS2-Q05,current-section,U2-MG01,,,,U2-S1-PF05,context_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS3-Q05,AP/SCI,Conceptual Physics,2,2.1,Practice Set 3,practice,PS3-Q05,current-section,U2-MG01,,,,U2-S1-PF05,context_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,selected response,multiple-choice,instructional,80,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-XP-Q05,AP/SCI,Conceptual Physics,2,2.1,Extra Practice,practice,XP-Q05,current-section,U2-MG01,,,,U2-S1-PF05,context_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS1-Q06,AP/SCI,Conceptual Physics,2,2.1,Practice Set 1,practice,PS1-Q06,current-section,U2-MG01,,,,U2-S1-PF06,reasoning_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can compare motion from two different points of view and explain why everyday motion is usually described relative to Earth’s surface.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS2-Q06,AP/SCI,Conceptual Physics,2,2.1,Practice Set 2,practice,PS2-Q06,current-section,U2-MG01,,,,U2-S1-PF06,reasoning_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can compare motion from two different points of view and explain why everyday motion is usually described relative to Earth’s surface.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS3-Q06,AP/SCI,Conceptual Physics,2,2.1,Practice Set 3,practice,PS3-Q06,current-section,U2-MG01,,,,U2-S1-PF06,reasoning_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can compare motion from two different points of view and explain why everyday motion is usually described relative to Earth’s surface.,modeling; perspective/representation reasoning; explanation,selected response,multiple-choice,instructional,80,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-XP-Q06,AP/SCI,Conceptual Physics,2,2.1,Extra Practice,practice,XP-Q06,current-section,U2-MG01,,,,U2-S1-PF06,reasoning_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can compare motion from two different points of view and explain why everyday motion is usually described relative to Earth’s surface.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS1-Q07,AP/SCI,Conceptual Physics,2,2.1,Practice Set 1,practice,PS1-Q07,current-section,U2-MG01,,,,U2-S1-PF07,representation_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS2-Q07,AP/SCI,Conceptual Physics,2,2.1,Practice Set 2,practice,PS2-Q07,current-section,U2-MG01,,,,U2-S1-PF07,representation_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS3-Q07,AP/SCI,Conceptual Physics,2,2.1,Practice Set 3,practice,PS3-Q07,current-section,U2-MG01,,,,U2-S1-PF07,representation_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,selected response,multiple-choice,instructional,80,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-XP-Q07,AP/SCI,Conceptual Physics,2,2.1,Extra Practice,practice,XP-Q07,current-section,U2-MG01,,,,U2-S1-PF07,representation_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS1-Q08,AP/SCI,Conceptual Physics,2,2.1,Practice Set 1,practice,PS1-Q08,current-section,U2-MG01,,,,U2-S1-PF08,representation_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS2-Q08,AP/SCI,Conceptual Physics,2,2.1,Practice Set 2,practice,PS2-Q08,current-section,U2-MG01,,,,U2-S1-PF08,representation_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-PS3-Q08,AP/SCI,Conceptual Physics,2,2.1,Practice Set 3,practice,PS3-Q08,current-section,U2-MG01,,,,U2-S1-PF08,representation_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,selected response,multiple-choice,instructional,80,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-XP-Q08,AP/SCI,Conceptual Physics,2,2.1,Extra Practice,practice,XP-Q08,current-section,U2-MG01,,,,U2-S1-PF08,representation_shift,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
