image_id,toolkit_path,filename,curriculum_unit,curriculum_section,hewitt_chapter,hewitt_subsection_hint,primary_story_role,story_roles,concept_tags,alt_text,caption,what_students_should_notice_candidate,sha256,duplicate_of,source_catalog_path
PHYS-9293646581FD,images/unit2/PHYS-9293646581FD__u2_4_from_ch_3_7_falling_rock_speedometer_t0_to_t5.png,u2_4_from_ch_3_7_falling_rock_speedometer_t0_to_t5.png,2,2.4,3,7,table_or_data,table_or_data; comparison; process_or_sequence,speed,Figure 3.7: A falling rock with speedometers at times from 0 seconds to 5 seconds.,"Figure 3.7 Pretend that a falling rock is equipped with a speedometer. In each successive second of fall, you’d find the rock’s speed increasing by the same amount: 10 m/s. Sketch in the missing speedometer needle at t = 3 s, 4 s, and 5 s. (Table 3.2 shows the speeds we would read at various seconds of fall.)",Figure 3.7: A falling rock with speedometers at times from 0 seconds to 5 seconds.,9293646581fd8302a19bdfdb70410c082c5a761ed24078fff66d0fa2237ff2b0,,units/unit2/images_2_4/u2_4_from_ch_3_7_falling_rock_speedometer_t0_to_t5.png
PHYS-50BF5470B9F4,images/unit2/PHYS-50BF5470B9F4__u2_4_from_ch_3_9_falling_detailed_speedometer_t0_to_t6.png,u2_4_from_ch_3_9_falling_detailed_speedometer_t0_to_t6.png,2,2.4,3,9,process_or_sequence,process_or_sequence,speed,Figure 3.9: A falling rock with speedometer and odometer readings from 0 seconds to 6 seconds.,"Figure 3.9 Pretend that a falling rock is equipped with a speedometer and an odometer. Each second, the speed readings increase by 10 m/s and the distance readings by ½ gt 2 . Can you complete the speedometer positions and odometer readings?",Figure 3.9: A falling rock with speedometer and odometer readings from 0 seconds to 6 seconds.,50bf5470b9f4060767fc1fc54d79b1e4fe962714efeb0a23cd1fa3b11882a4b8,,units/unit2/images_2_4/u2_4_from_ch_3_9_falling_detailed_speedometer_t0_to_t6.png
PHYS-357B9BF16D21,images/unit2/PHYS-357B9BF16D21__u2_5_from_ch_3_29_airplane_velocity_vector_80_60_100.png,u2_5_from_ch_3_29_airplane_velocity_vector_80_60_100.png,2,2.5,3,29,model_or_diagram,model_or_diagram,vector; velocity,"Figure 3.12: Airplane velocity vector, crosswind vector, and resultant ground velocity vector.",Figure 3.12 The 60-km/h crosswind blows the 80-km/h airplane off course at 100 km/h.,"Figure 3.12: Airplane velocity vector, crosswind vector, and resultant ground velocity vector.",357b9bf16d21a0e2ebf06c618a1ea57adaa74a36e519bc5d0cc4defe85fadddf,,units/unit2/images_2_5/u2_5_from_ch_3_29_airplane_velocity_vector_80_60_100.png
PHYS-95F05654EE6B,images/unit2/PHYS-95F05654EE6B__u2_1_from_ch_3_pp_person_running_on_flatcar_abcd.png,u2_1_from_ch_3_pp_person_running_on_flatcar_abcd.png,2,,3,pp,process_or_sequence,process_or_sequence; phenomenon_or_example,,"Think and Rank 41: Jogging Jake on a moving train flatcar, positions A-D.","Think and Rank 41 Jogging Jake on a moving train flatcar, positions A-D.","Think and Rank 41: Jogging Jake on a moving train flatcar, positions A-D.",95f05654ee6b92138d5cbd6cafb42c8aa4660d573044ba8e749153d28b277b3a,,units/unit2/images_review/u2_1_from_ch_3_pp_person_running_on_flatcar_abcd.png
PHYS-87BC36D4512E,images/unit2/PHYS-87BC36D4512E__u2_2_from_ch_3_pp_bill_grab_reaction_time_demo.png,u2_2_from_ch_3_pp_bill_grab_reaction_time_demo.png,2,,3,pp,conceptual_reference,conceptual_reference,,Think and Do 26: Dollar-bill reaction-time challenge image.,Think and Do 26 Dollar-bill reaction-time challenge image.,Think and Do 26: Dollar-bill reaction-time challenge image.,87bc36d4512eb9f166c9c928a5013e4d880bb9ab8a290522b8202bd90445ec64,,units/unit2/images_review/u2_2_from_ch_3_pp_bill_grab_reaction_time_demo.png
PHYS-E8EF8498C755,images/unit2/PHYS-E8EF8498C755__u2_2_from_ch_3_pp_roller_coaster_track_abcd_speed.png,u2_2_from_ch_3_pp_roller_coaster_track_abcd_speed.png,2,,3,pp,experiment_or_measurement,experiment_or_measurement; phenomenon_or_example,speed,Think and Rank 42: Ball rolling on a channel-iron track labeled A-D.,Think and Rank 42 Ball rolling on a channel-iron track labeled A-D.,Think and Rank 42: Ball rolling on a channel-iron track labeled A-D.,e8ef8498c755c6310218cda61fc0ea045810a2870bcce8d244505ae5141a3b7b,,units/unit2/images_review/u2_2_from_ch_3_pp_roller_coaster_track_abcd_speed.png
PHYS-94FA0E23AC47,images/unit2/PHYS-94FA0E23AC47__u2_2_from_ch_3_pp_roller_coasters_three_tracks_abc.png,u2_2_from_ch_3_pp_roller_coasters_three_tracks_abc.png,2,,3,pp,experiment_or_measurement,experiment_or_measurement,,"Think and Rank 43: Three equal-length tracks labeled A, B, and C.","Think and Rank 43 Three equal-length tracks labeled A, B, and C.","Think and Rank 43: Three equal-length tracks labeled A, B, and C.",94fa0e23ac47f10a0690bda29e11fccbad826a0f8e24b19362fa67900abbbbff,,units/unit2/images_review/u2_2_from_ch_3_pp_roller_coasters_three_tracks_abc.png
PHYS-AC264D42070F,images/unit2/PHYS-AC264D42070F__u2_2_from_ch_3_pp_ruler_drop_reaction_time_demo.png,u2_2_from_ch_3_pp_ruler_drop_reaction_time_demo.png,2,,3,pp,conceptual_reference,conceptual_reference,,Think and Do 27: Ruler-drop reaction-time image.,Think and Do 27 Ruler-drop reaction-time image.,Think and Do 27: Ruler-drop reaction-time image.,ac264d42070f79e9932613a36c5fed45ec9ba566e9ba4a7e3993d40b921800cf,,units/unit2/images_review/u2_2_from_ch_3_pp_ruler_drop_reaction_time_demo.png
PHYS-4DC0E75A1169,images/unit2/PHYS-4DC0E75A1169__u2_2_from_ch_3_pp_three_balls_mass_and_velocity_abc.png,u2_2_from_ch_3_pp_three_balls_mass_and_velocity_abc.png,2,,3,pp,comparison,comparison; phenomenon_or_example,velocity; speed,Think and Rank 44: Three balls with different masses thrown upward with different initial speeds.,Think and Rank 44 Three balls with different masses thrown upward with different initial speeds.,Think and Rank 44: Three balls with different masses thrown upward with different initial speeds.,4dc0e75a116921d633084136883be2a653bc0c4f896f50601f1cc080e8e7e591,,units/unit2/images_review/u2_2_from_ch_3_pp_three_balls_mass_and_velocity_abc.png
PHYS-200DFC07629B,images/unit2/PHYS-200DFC07629B__u2_5_from_ch_3_30_airplane_wind_vectors_three_directions.png,u2_5_from_ch_3_30_airplane_wind_vectors_three_directions.png,2,,3,30,model_or_diagram,model_or_diagram,vector; velocity,Think and Rank 45: Airplane velocity and wind vectors for three wind directions.,Think and Rank 45 Airplane velocity and wind vectors for three wind directions.,Think and Rank 45: Airplane velocity and wind vectors for three wind directions.,200dfc07629bb097bbf83d362ba2a1841a5b11d5c5717bbc7c20eebd2353a826,,units/unit2/images_review/u2_5_from_ch_3_30_airplane_wind_vectors_three_directions.png
PHYS-30963818838C,images/unit2/PHYS-30963818838C__u2_5_from_ch_3_31_boat_crossing_river_three_scenarios.png,u2_5_from_ch_3_31_boat_crossing_river_three_scenarios.png,2,,3,31,comparison,comparison,,Think and Rank 46: Three motorboats crossing a river with different headings.,Think and Rank 46 Three motorboats crossing a river with different headings.,Think and Rank 46: Three motorboats crossing a river with different headings.,30963818838cced09c0b141caebddc16f1f0e7ad02884ffce6ed89d842aeab40,,units/unit2/images_review/u2_5_from_ch_3_31_boat_crossing_river_three_scenarios.png
PHYS-E6E09BE0491D,images/unit3/PHYS-E6E09BE0491D__unit3-car-bug-third-law.png,unit3-car-bug-third-law.png,3,,,,phenomenon_or_example,phenomenon_or_example,,Unit 3 assessment figure,,Unit 3 assessment figure.,e6e09be0491d604cf8c7021bfcfb93f585c51ef21a0069e6885d4c9101bf8e09,,units/unit3/figures/unit3-car-bug-third-law.png
PHYS-5ECA9D42DAED,images/unit3/PHYS-5ECA9D42DAED__unit3-falling-force-models.png,unit3-falling-force-models.png,3,,,,model_or_diagram,model_or_diagram,force,Unit 3 assessment figure,,Unit 3 assessment figure.,5eca9d42daed6cee1cc01c9263a6c4827ebd61e6dce3a9292943f8f16fdd083d,,units/unit3/figures/unit3-falling-force-models.png
PHYS-2B55B01AD724,images/unit3/PHYS-2B55B01AD724__unit3-flawed-projectile-horizontal.png,unit3-flawed-projectile-horizontal.png,3,,,,misconception_or_critique,misconception_or_critique,projectile,Unit 3 assessment figure,,Unit 3 assessment figure.,2b55b01ad724869a0b0b9eb62de8ba7cebc5f64904a80791ab6120f61b01b1c3,,units/unit3/figures/unit3-flawed-projectile-horizontal.png
PHYS-1324D0384827,images/unit3/PHYS-1324D0384827__unit3-force-mass-acceleration-comparison.png,unit3-force-mass-acceleration-comparison.png,3,,,,model_or_diagram,model_or_diagram; comparison,force; acceleration,Unit 3 assessment figure,,Unit 3 assessment figure.,1324d038482761cfe3431e0a4f059c103b8f55e14a7842e493537b7e4962611a,,units/unit3/figures/unit3-force-mass-acceleration-comparison.png
PHYS-35B575C7CA1F,images/unit3/PHYS-35B575C7CA1F__unit3-friction-net-force-box.png,unit3-friction-net-force-box.png,3,,,,model_or_diagram,model_or_diagram; phenomenon_or_example,force; friction,Unit 3 assessment figure,,Unit 3 assessment figure.,35b575c7ca1f2e078ce2ae291b5247a46e96372b3ba75c176c0bceeacea382f8,,units/unit3/figures/unit3-friction-net-force-box.png
PHYS-2FACE079C14B,images/unit3/PHYS-2FACE079C14B__unit3-mass-weight-earth-moon.png,unit3-mass-weight-earth-moon.png,3,,,,phenomenon_or_example,phenomenon_or_example,,Unit 3 assessment figure,,Unit 3 assessment figure.,2face079c14b4e74c0a3bc97f7197a3e29cfa6657ea6771ea68d4d5ba05f4ab0,,units/unit3/figures/unit3-mass-weight-earth-moon.png
PHYS-428FEBF64E01,images/unit3/PHYS-428FEBF64E01__unit3-projectile-components.png,unit3-projectile-components.png,3,,,,conceptual_reference,conceptual_reference,projectile,Unit 3 assessment figure,,Unit 3 assessment figure.,428febf64e018b6c2fca70b695dd2f623009770a70bd9ed01e576b810de317da,,units/unit3/figures/unit3-projectile-components.png
PHYS-29C3FABDA03C,images/unit3/PHYS-29C3FABDA03C__unit3-ramp-cart-motion.png,unit3-ramp-cart-motion.png,3,,,,phenomenon_or_example,phenomenon_or_example,motion,Unit 3 assessment figure,,Unit 3 assessment figure.,29c3fabda03ce3b1fd6a500b8180a2ffeffb8cccc204b181bfd6a8e487daf60b,,units/unit3/figures/unit3-ramp-cart-motion.png
PHYS-00C8080C59AD,images/unit3/PHYS-00C8080C59AD__unit3-static-sliding-friction-graph.png,unit3-static-sliding-friction-graph.png,3,,,,graph_or_data,graph_or_data,friction,Unit 3 assessment figure,,Unit 3 assessment figure.,00c8080c59ad9b458726fa8f9ee070455fe02aab118bf6210eca724f10a1804f,,units/unit3/figures/unit3-static-sliding-friction-graph.png
PHYS-C9837A7E0698,images/unit3/PHYS-C9837A7E0698__unit3-system-internal-external-forces.png,unit3-system-internal-external-forces.png,3,,,,model_or_diagram,model_or_diagram,force,Unit 3 assessment figure,,Unit 3 assessment figure.,c9837a7e0698898369d22f8afb6c589d7bb9a8fdf52c3d4516bf9d80b156d5f7,,units/unit3/figures/unit3-system-internal-external-forces.png
PHYS-2C7E397F95BC,images/unit3/PHYS-2C7E397F95BC__unit3-terminal-speed-graph.png,unit3-terminal-speed-graph.png,3,,,,graph_or_data,graph_or_data,speed,Unit 3 assessment figure,,Unit 3 assessment figure.,2c7e397f95bcec3b5eca2dc822e192a29ce015e3db03ad5797c8a17196788ad2,,units/unit3/figures/unit3-terminal-speed-graph.png
PHYS-6CF676B58FEA,images/unit3/PHYS-6CF676B58FEA__unit3-wall-third-law.png,unit3-wall-third-law.png,3,,,,conceptual_reference,conceptual_reference,,Unit 3 assessment figure,,Unit 3 assessment figure.,6cf676b58fea9f5aa414d2acc917eb9bf135f0adcdbe535f544373359a4cee19,,units/unit3/figures/unit3-wall-third-law.png
PHYS-F4C43242A227,images/unit3/PHYS-F4C43242A227__u3_1_from_ch_4_1_man_kicking_ball_force_produces_acceleration.png,u3_1_from_ch_4_1_man_kicking_ball_force_produces_acceleration.png,3,3.1,4,1,model_or_diagram,model_or_diagram; phenomenon_or_example,force; acceleration,"Figure 4.1: A person kicks a ball, causing it to accelerate.",Figure 4.1 Kick the ball and it accelerates.,"Figure 4.1: A person kicks a ball, causing it to accelerate.",f4c43242a227e733a1fb829f35887a484e56a3637f907b632cf69e54a249eedd,,units/unit3/images_3_1/u3_1_from_ch_4_1_man_kicking_ball_force_produces_acceleration.png
PHYS-CAD08A638FCD,images/unit3/PHYS-CAD08A638FCD__u3_1_from_ch_4_1b_same_force_more_mass_less_acceleration_bricks.png,u3_1_from_ch_4_1b_same_force_more_mass_less_acceleration_bricks.png,3,3.1,4,1,model_or_diagram,model_or_diagram; comparison,force; acceleration,Figure 4.11: The same force produces less acceleration when more bricks are pushed.,Figure 4.11 Acceleration is inversely proportional to mass.,Figure 4.11: The same force produces less acceleration when more bricks are pushed.,cad08a638fcd6177901a74939b5e70da9f83833d1c7d1022bfa4c52fcc11d1c0,,units/unit3/images_3_1/u3_1_from_ch_4_1b_same_force_more_mass_less_acceleration_bricks.png
PHYS-7D4C326778CD,images/unit3/PHYS-7D4C326778CD__u3_1_from_ch_4_2_force_doubles_acceleration_doubles_brick.png,u3_1_from_ch_4_2_force_doubles_acceleration_doubles_brick.png,3,3.1,4,2,model_or_diagram,model_or_diagram,force; acceleration,Figure 4.2: Diagrams showing acceleration proportional to applied force.,Figure 4.2 Acceleration is directly proportional to force.,Figure 4.2: Diagrams showing acceleration proportional to applied force.,7d4c326778cdacc5dd827e84d72212bcd13c0b70ef5da67e3f4ea566ce7c5e98,,units/unit3/images_3_1/u3_1_from_ch_4_2_force_doubles_acceleration_doubles_brick.png
PHYS-FC0069678EE8,images/unit3/PHYS-FC0069678EE8__u3_1_from_ch_4_10_person_pushing_elephant_mass_resists.png,u3_1_from_ch_4_10_person_pushing_elephant_mass_resists.png,3,3.2,4,10,model_or_diagram,model_or_diagram; phenomenon_or_example,,Figure 4.9: A person pushes against a massive elephant on skates.,"Figure 4.9 INTERACTIVE FIGURE The greater the mass, the greater the force must be for a given acceleration.",Figure 4.9: A person pushes against a massive elephant on skates.,fc0069678ee8f1e03966735a1a5f9a4fea2546f75d1d4bb823afcad1981f7353,,units/unit3/images_3_2/u3_1_from_ch_4_10_person_pushing_elephant_mass_resists.png
PHYS-01FBBE535ACA,images/unit3/PHYS-01FBBE535ACA__u3_1_from_ch_4_6_foot_on_block_weight_and_support_force.png,u3_1_from_ch_4_6_foot_on_block_weight_and_support_force.png,3,3.2,4,6,model_or_diagram,model_or_diagram; experiment_or_measurement,force,Figure 4.6: Weight on a foot is balanced by an upward support force from a scale.,"Figure 4.6 At equilibrium on a weighing scale, weight ( mg ) is balanced by an upward support force.",Figure 4.6: Weight on a foot is balanced by an upward support force from a scale.,01fbbe535acac17656ea4a19b266c82342f04b50e5c7f59d423f6d7051d2d825,,units/unit3/images_3_2/u3_1_from_ch_4_6_foot_on_block_weight_and_support_force.png
PHYS-7EA4384CAFF0,images/unit3/PHYS-7EA4384CAFF0__u3_1_from_ch_4_7_astronaut_kicking_wrench_mass_in_space.png,u3_1_from_ch_4_7_astronaut_kicking_wrench_mass_in_space.png,3,3.2,4,7,phenomenon_or_example,phenomenon_or_example,,Figure 4.7: An astronaut in space shakes a weightless anvil-like object.,"Figure 4.7 The astronaut in space finds that it is just as difficult to shake the “weightless” anvil as it would be on Earth. If the anvil were more massive than the astronaut, which would shake more: the anvil or the astronaut?",Figure 4.7: An astronaut in space shakes a weightless anvil-like object.,7ea4384caff06ab8455302ff36ff4175d5ca08bc18f47779ba1dad5d9bad828c,,units/unit3/images_3_2/u3_1_from_ch_4_7_astronaut_kicking_wrench_mass_in_space.png
PHYS-7026401CD080,images/unit3/PHYS-7026401CD080__u3_2_from_ch_4_3_friction_surface_irregularities_magnified.png,u3_2_from_ch_4_3_friction_surface_irregularities_magnified.png,3,3.2,4,3,comparison,comparison; phenomenon_or_example,friction,Figure 4.3: Magnified irregular surfaces between two sliding objects.,Figure 4.3 Friction results from surface irregularities and mutual attractions (stickiness) between atoms in the surfaces of sliding objects. Even surfaces that appear to be smooth have irregular surfaces when viewed at the microscopic level.,Figure 4.3: Magnified irregular surfaces between two sliding objects.,7026401cd08091276ac956a1556411b561733bb89a613776ed0a8aac8b5db999,,units/unit3/images_3_2/u3_2_from_ch_4_3_friction_surface_irregularities_magnified.png
PHYS-C8D897616B72,images/unit3/PHYS-C8D897616B72__u3_2_from_ch_4_4_push_with_friction_and_balloon_air_resistance.png,u3_2_from_ch_4_4_push_with_friction_and_balloon_air_resistance.png,3,3.2,4,4,model_or_diagram,model_or_diagram; phenomenon_or_example,resistance; gravity; friction,Figure 4.4: A crate pushed right has friction left; a falling sack has air resistance upward and gravity downward.,"Figure 4.4 The direction of the force of friction always opposes the direction of motion. (Left) Push the crate to the right, and friction acts toward the left. (Right) The force of gravity on the sack acts downward, and air friction (air resistance) acts upward. (What is the sack’s acceleration when the air resistance builds up to match the force of gravity?)",Figure 4.4: A crate pushed right has friction left; a falling sack has air resistance upward and gravity downward.,c8d897616b72c73791c1dc5336b53f9a23622f894580a9a3f17827ecca0b5c03,,units/unit3/images_3_2/u3_2_from_ch_4_4_push_with_friction_and_balloon_air_resistance.png
PHYS-9AFE67E9FE5D,images/unit3/PHYS-9AFE67E9FE5D__u3_2_from_ch_4_5_tire_friction_ground_contact_photo.png,u3_2_from_ch_4_5_tire_friction_ground_contact_photo.png,3,3.2,4,5,model_or_diagram,model_or_diagram; comparison; phenomenon_or_example,friction,Figure 4.5: A wide tire contacting the ground.,Figure 4.5 Friction between the tire and the ground is nearly the same whether the tire is wide or narrow. The purpose of the greater contact area is to reduce heating and wear.,Figure 4.5: A wide tire contacting the ground.,9afe67e9fe5da1515edbfb8c440295e93e06e9ceb8414f90036ca4632e49f4ef,,units/unit3/images_3_2/u3_2_from_ch_4_5_tire_friction_ground_contact_photo.png
