bank_id,slot_id,section,destination,form,slot_number,i_can_id,i_can,evidence_job,structure_id,representation_mode,question_family_id,variant_role,seed_slot_id,dok,audit_status,stage_3e_audit_status
U1-S1-PS3-Q11,U1-S1-PS3-Q11,1.1,Practice Set 3,PS3,11,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",distinguish direct observation from an inference based on the same evidence,PROC-DIRECT-EXECUTE-01,direct_text,u1-s1-ic1-distinguish-direct-observation-inference-based-on-evidence,parallel,U1-S1-PS1-Q11,2,NEEDS AUDIT,PASS
U1-S1-PS3-Q12,U1-S1-PS3-Q12,1.1,Practice Set 3,PS3,12,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.","compare law, theory, hypothesis, and inference by their scientific role",PHYS-RANK-COMPARE-QUANTITIES-01,direct_text,u1-s1-ic1-compare-law-theory-hypothesis-inference-by-scientific-role,parallel,U1-S1-PS1-Q12,2,NEEDS AUDIT,FAIL
U1-S1-PS3-Q13,U1-S1-PS3-Q13,1.1,Practice Set 3,PS3,13,U1-S1-IC2,I can explain why a claim must be testable to be scientific.,identify whether a claim is testable from what could be observed or measured,PROC-DIRECT-EXECUTE-01,direct_text,u1-s1-ic2-identify-claim-is-testable-what-could-be-observed-measured,parallel,U1-S1-PS1-Q13,2,NEEDS AUDIT,PASS
U1-S1-PS3-Q14,U1-S1-PS3-Q14,1.1,Practice Set 3,PS3,14,U1-S1-IC2,I can explain why a claim must be testable to be scientific.,identify missing evidence needed to test a plausible explanation,MISSING-INFO-IDENTIFY-NEEDED-01,direct_text,u1-s1-ic2-identify-missing-evidence-needed-test-plausible-explanation,parallel,U1-S1-PS1-Q14,2,NEEDS AUDIT,PASS
U1-S1-PS3-Q15,U1-S1-PS3-Q15,1.1,Practice Set 3,PS3,15,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",select the explanation best supported by a compact evidence set,CER-CLAIM-EVIDENCE-REASONING-01,evidence_set,u1-s1-ic3-select-explanation-best-supported-by-evidence-set,parallel,U1-S1-PS1-Q15,2,NEEDS AUDIT,PASS
U1-S1-PS3-Q16,U1-S1-PS3-Q16,1.1,Practice Set 3,PS3,16,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",critique an explanation that overstates what the measurements establish,ERROR-CRITIQUE-CLAIM-01,table_data,u1-s1-ic3-critique-explanation-overstates-what-measurements-establish,parallel,U1-S1-PS1-Q16,2,NEEDS AUDIT,PASS
U1-S1-PS3-Q17,U1-S1-PS3-Q17,1.1,Practice Set 3,PS3,17,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",interpret what the variables in a simple relationship physically represent,PHYS-QUALITATIVE-CHANGE-PREDICT-01,equation_relationship,u1-s1-ic3-interpret-what-variables-simple-relationship-physically-represent,parallel,U1-S1-PS1-Q17,2,NEEDS AUDIT,PASS
U1-S1-PS3-Q18,U1-S1-PS3-Q18,1.1,Practice Set 3,PS3,18,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",separate measurement from interpretation in a model-building context,PHYS-ASSUMPTION-MODEL-CRITIQUE-01,model_note,u1-s1-ic1-separate-measurement-interpretation-model-building,parallel,U1-S1-PS1-Q18,2,NEEDS AUDIT,PASS
U1-S1-PS3-Q19,U1-S1-PS3-Q19,1.1,Practice Set 3,PS3,19,U1-S1-IC2,I can explain why a claim must be testable to be scientific.,compare a scientific claim with a non-testable claim,ERROR-CRITIQUE-CLAIM-01,direct_text,u1-s1-ic2-compare-scientific-claim-non-testable-claim,parallel,U1-S1-PS1-Q19,2,NEEDS AUDIT,PASS
U1-S1-PS3-Q20,U1-S1-PS3-Q20,1.1,Practice Set 3,PS3,20,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",connect a model prediction to the evidence that would support or challenge it,PHYS-PREDICT-JUSTIFY-01,model_evidence,u1-s1-ic3-connect-model-prediction-evidence-would-support-challenge-it,parallel,U1-S1-PS1-Q20,2,NEEDS AUDIT,PASS
U1-S1-PS3-Q21,U1-S1-PS3-Q21,1.1,Practice Set 3,PS3,21,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",use a supplied simple measurement/model relationship in a physical situation and interpret the result,FORMULA-DIRECT-RELATIONSHIP-01,equation_relationship,u1-s1-ic3-supplied-simple-measurement-model-relationship-physical-situation-interpret-result,parallel,U1-S1-PS1-Q21,2,NEEDS AUDIT,PASS
U1-S1-PS3-Q22,U1-S1-PS3-Q22,1.1,Practice Set 3,PS3,22,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",reason backward through a supplied simple relationship to determine a missing measured quantity,FORMULA-INVERSE-VARIABLE-01,equation_relationship,u1-s1-ic3-reason-backward-supplied-simple-relationship-determine-missing-measured-quantity,parallel,U1-S1-PS1-Q22,2,NEEDS AUDIT,PASS
U1-S1-PS3-Q23,U1-S1-PS3-Q23,1.1,Practice Set 3,PS3,23,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",extract a needed value from a small measurement table and use it in a supplied relationship,REPRESENTATION-READ-THEN-CALCULATE-01,table_data,u1-s1-ic3-extract-needed-value-small-measurement-table-it-supplied-relationship,parallel,U1-S1-PS1-Q23,2,NEEDS AUDIT,PASS
U1-S1-PS3-Q24,U1-S1-PS3-Q24,1.1,Practice Set 3,PS3,24,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",infer an intermediate rate/relationship from one measurement situation and use it for a second dependent prediction,FORMULA-MULTISTEP-DEPENDENT-01,table_equation,u1-s1-ic3-infer-intermediate-rate-relationship-measurement-situation-it-second-dependent-prediction,parallel,U1-S1-PS1-Q24,3,NEEDS AUDIT,FAIL
U1-S1-Extra-Q01,U1-S1-Extra-Q01,1.1,Practice Extra,Extra,1,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",build precise vocabulary meaning for observation in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s1-ic1-build-precise-vocabulary-meaning-observation-vocab-term-to-definition,parallel,U1-S1-PS1-Q01,1,NEEDS AUDIT,PASS
U1-S1-Extra-Q02,U1-S1-Extra-Q02,1.1,Practice Extra,Extra,2,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",build precise vocabulary meaning for inference in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s1-ic1-build-precise-vocabulary-meaning-inference,parallel,U1-S1-PS1-Q02,1,NEEDS AUDIT,PASS
U1-S1-Extra-Q03,U1-S1-Extra-Q03,1.1,Practice Extra,Extra,3,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",build precise vocabulary meaning for hypothesis in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s1-ic1-build-precise-vocabulary-meaning-hypothesis,parallel,U1-S1-PS1-Q03,1,NEEDS AUDIT,PASS
U1-S1-Extra-Q04,U1-S1-Extra-Q04,1.1,Practice Extra,Extra,4,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",build precise vocabulary meaning for scientific law in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s1-ic1-build-precise-vocabulary-meaning-scientific-law,parallel,U1-S1-PS1-Q04,1,NEEDS AUDIT,PASS
U1-S1-Extra-Q05,U1-S1-Extra-Q05,1.1,Practice Extra,Extra,5,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",build precise vocabulary meaning for scientific theory in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s1-ic1-build-precise-vocabulary-meaning-scientific-theory,parallel,U1-S1-PS1-Q05,1,NEEDS AUDIT,PASS
U1-S1-Extra-Q06,U1-S1-Extra-Q06,1.1,Practice Extra,Extra,6,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",build precise vocabulary meaning for evidence in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s1-ic3-build-precise-vocabulary-meaning-evidence-vocab-definition-to-term,parallel,U1-S1-PS1-Q06,1,NEEDS AUDIT,PASS
U1-S1-Extra-Q07,U1-S1-Extra-Q07,1.1,Practice Extra,Extra,7,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",build precise vocabulary meaning for model in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s1-ic3-build-precise-vocabulary-meaning-model,parallel,U1-S1-PS1-Q07,1,NEEDS AUDIT,PASS
U1-S1-Extra-Q08,U1-S1-Extra-Q08,1.1,Practice Extra,Extra,8,U1-S1-IC2,I can explain why a claim must be testable to be scientific.,build precise vocabulary meaning for testable claim in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s1-ic2-build-precise-vocabulary-meaning-testable-claim,parallel,U1-S1-PS1-Q08,1,NEEDS AUDIT,PASS
U1-S1-Extra-Q09,U1-S1-Extra-Q09,1.1,Practice Extra,Extra,9,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",build precise vocabulary meaning for observation in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s1-ic1-build-precise-vocabulary-meaning-observation-vocab-term-to-definition-direct-text,parallel,U1-S1-PS1-Q09,1,NEEDS AUDIT,PASS
U1-S1-Extra-Q10,U1-S1-Extra-Q10,1.1,Practice Extra,Extra,10,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",build precise vocabulary meaning for evidence in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s1-ic3-build-precise-vocabulary-meaning-evidence-vocab-definition-to-term-direct-text,parallel,U1-S1-PS1-Q10,1,NEEDS AUDIT,PASS
U1-S1-Extra-Q11,U1-S1-Extra-Q11,1.1,Practice Extra,Extra,11,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",distinguish direct observation from an inference based on the same evidence,PROC-DIRECT-EXECUTE-01,direct_text,u1-s1-ic1-distinguish-direct-observation-inference-based-on-evidence,parallel,U1-S1-PS1-Q11,2,NEEDS AUDIT,PASS
U1-S1-Extra-Q12,U1-S1-Extra-Q12,1.1,Practice Extra,Extra,12,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.","compare law, theory, hypothesis, and inference by their scientific role",PHYS-RANK-COMPARE-QUANTITIES-01,direct_text,u1-s1-ic1-compare-law-theory-hypothesis-inference-by-scientific-role,parallel,U1-S1-PS1-Q12,2,NEEDS AUDIT,FAIL
U1-S1-Extra-Q13,U1-S1-Extra-Q13,1.1,Practice Extra,Extra,13,U1-S1-IC2,I can explain why a claim must be testable to be scientific.,identify whether a claim is testable from what could be observed or measured,PROC-DIRECT-EXECUTE-01,direct_text,u1-s1-ic2-identify-claim-is-testable-what-could-be-observed-measured,parallel,U1-S1-PS1-Q13,2,NEEDS AUDIT,PASS
U1-S1-Extra-Q14,U1-S1-Extra-Q14,1.1,Practice Extra,Extra,14,U1-S1-IC2,I can explain why a claim must be testable to be scientific.,identify missing evidence needed to test a plausible explanation,MISSING-INFO-IDENTIFY-NEEDED-01,direct_text,u1-s1-ic2-identify-missing-evidence-needed-test-plausible-explanation,parallel,U1-S1-PS1-Q14,2,NEEDS AUDIT,PASS
U1-S1-Extra-Q15,U1-S1-Extra-Q15,1.1,Practice Extra,Extra,15,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",select the explanation best supported by a compact evidence set,CER-CLAIM-EVIDENCE-REASONING-01,evidence_set,u1-s1-ic3-select-explanation-best-supported-by-evidence-set,parallel,U1-S1-PS1-Q15,2,NEEDS AUDIT,PASS
U1-S1-Extra-Q16,U1-S1-Extra-Q16,1.1,Practice Extra,Extra,16,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",critique an explanation that overstates what the measurements establish,ERROR-CRITIQUE-CLAIM-01,table_data,u1-s1-ic3-critique-explanation-overstates-what-measurements-establish,parallel,U1-S1-PS1-Q16,2,NEEDS AUDIT,PASS
U1-S1-Extra-Q17,U1-S1-Extra-Q17,1.1,Practice Extra,Extra,17,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",interpret what the variables in a simple relationship physically represent,PHYS-QUALITATIVE-CHANGE-PREDICT-01,equation_relationship,u1-s1-ic3-interpret-what-variables-simple-relationship-physically-represent,parallel,U1-S1-PS1-Q17,2,NEEDS AUDIT,PASS
U1-S1-Extra-Q18,U1-S1-Extra-Q18,1.1,Practice Extra,Extra,18,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",separate measurement from interpretation in a model-building context,PHYS-ASSUMPTION-MODEL-CRITIQUE-01,model_note,u1-s1-ic1-separate-measurement-interpretation-model-building,parallel,U1-S1-PS1-Q18,2,NEEDS AUDIT,PASS
U1-S1-Extra-Q19,U1-S1-Extra-Q19,1.1,Practice Extra,Extra,19,U1-S1-IC2,I can explain why a claim must be testable to be scientific.,compare a scientific claim with a non-testable claim,ERROR-CRITIQUE-CLAIM-01,direct_text,u1-s1-ic2-compare-scientific-claim-non-testable-claim,parallel,U1-S1-PS1-Q19,2,NEEDS AUDIT,PASS
U1-S1-Extra-Q20,U1-S1-Extra-Q20,1.1,Practice Extra,Extra,20,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",connect a model prediction to the evidence that would support or challenge it,PHYS-PREDICT-JUSTIFY-01,model_evidence,u1-s1-ic3-connect-model-prediction-evidence-would-support-challenge-it,parallel,U1-S1-PS1-Q20,2,NEEDS AUDIT,PASS
U1-S1-Extra-Q21,U1-S1-Extra-Q21,1.1,Practice Extra,Extra,21,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",use a supplied simple measurement/model relationship in a physical situation and interpret the result,FORMULA-DIRECT-RELATIONSHIP-01,equation_relationship,u1-s1-ic3-supplied-simple-measurement-model-relationship-physical-situation-interpret-result,parallel,U1-S1-PS1-Q21,2,NEEDS AUDIT,PASS
U1-S1-Extra-Q22,U1-S1-Extra-Q22,1.1,Practice Extra,Extra,22,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",reason backward through a supplied simple relationship to determine a missing measured quantity,FORMULA-INVERSE-VARIABLE-01,equation_relationship,u1-s1-ic3-reason-backward-supplied-simple-relationship-determine-missing-measured-quantity,parallel,U1-S1-PS1-Q22,2,NEEDS AUDIT,PASS
U1-S1-Extra-Q23,U1-S1-Extra-Q23,1.1,Practice Extra,Extra,23,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",extract a needed value from a small measurement table and use it in a supplied relationship,REPRESENTATION-READ-THEN-CALCULATE-01,table_data,u1-s1-ic3-extract-needed-value-small-measurement-table-it-supplied-relationship,parallel,U1-S1-PS1-Q23,2,NEEDS AUDIT,PASS
U1-S1-Extra-Q24,U1-S1-Extra-Q24,1.1,Practice Extra,Extra,24,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",infer an intermediate rate/relationship from one measurement situation and use it for a second dependent prediction,FORMULA-MULTISTEP-DEPENDENT-01,table_equation,u1-s1-ic3-infer-intermediate-rate-relationship-measurement-situation-it-second-dependent-prediction,parallel,U1-S1-PS1-Q24,3,NEEDS AUDIT,FAIL
U1-S1-CYU-Q1,U1-S1-CYU-Q1,1.1,CYU,CYU,1,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",build precise vocabulary meaning for observation in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s1-ic1-build-precise-vocabulary-meaning-observation-vocab-term-to-definition,adaptation,U1-S1-PS1-Q01,1,NEEDS AUDIT,PASS
